frequency,rebalance_distance,annual_return
1,inf,0.1487365323008127
1,0.0,0.0103229972640894
2,0.0,0.0238989340826474
3,0.0,0.0349796766025169
4,0.0,0.04343057515046
5,0.0,0.0467397752804708
6,0.0,0.0466795002431119
7,0.0,0.0478870637108044
8,0.0,0.0512099576581099
9,0.0,0.0511657540131318
10,0.0,0.0527988121291997
11,0.0,0.0521739668292886
12,0.0,0.0561027269738954
13,0.0,0.0560747275133779
14,0.0,0.0594699629862964
15,0.0,0.0599921064926782
16,0.0,0.0607583005931857
17,0.0,0.0664562298559174
18,0.0,0.0611586418850889
19,0.0,0.0620965904411878
20,0.0,0.0620876795432896
21,0.0,0.0624035040628481
22,0.0,0.0668735735047227
23,0.0,0.0658710441965366
24,0.0,0.064934165056361
25,0.0,0.0610057232651159
26,0.0,0.0629008720096673
27,0.0,0.0628597765164871
28,0.0,0.0620643672238223
29,0.0,0.0702541130332796
30,0.0,0.060319589963292
31,0.0,0.0629220491936179
32,0.0,0.0662469823255123
33,0.0,0.0651295086873124
34,0.0,0.0652632235850767
35,0.0,0.0676001549636
36,0.0,0.0688670957391148
37,0.0,0.0659604756405107
38,0.0,0.0722900184767485
39,0.0,0.063310338440049
40,0.0,0.0681542072956711
41,0.0,0.0681622064320162
42,0.0,0.0630673361842584
43,0.0,0.0648106467655171
44,0.0,0.0663937697456704
45,0.0,0.0717499890362118
46,0.0,0.0651756528934934
47,0.0,0.0773856048796226
48,0.0,0.0774863379794377
49,0.0,0.0670990994860034
50,0.0,0.0728452099591538
51,0.0,0.0755591510951088
52,0.0,0.0759603759107216
53,0.0,0.0729455049536862
54,0.0,0.0699834789443798
55,0.0,0.0701843376014745
56,0.0,0.0647255906048511
57,0.0,0.0728997196359428
58,0.0,0.0805068401194306
59,0.0,0.0753232462643782
60,0.0,0.0761623377611053
61,0.0,0.0725751824741871
62,0.0,0.0729156989757333
63,0.0,0.0822738732105041
64,0.0,0.077496999212514
65,0.0,0.0751844211430363
66,0.0,0.0665176242645317
67,0.0,0.070522324959519
68,0.0,0.0815543462503742
69,0.0,0.0816946431899996
70,0.0,0.0868102408974189
71,0.0,0.0729364146733286
72,0.0,0.0694908715048705
73,0.0,0.0727791155791039
74,0.0,0.0726850047463487
75,0.0,0.0847063062801685
76,0.0,0.0844444824890733
77,0.0,0.0818873272145748
78,0.0,0.0753814871024325
79,0.0,0.0740999308124295
80,0.0,0.0655835906098398
81,0.0,0.0716377371408907
82,0.0,0.0686789843073356
83,0.0,0.0689114166416458
84,0.0,0.0699715263734019
85,0.0,0.0768943338312706
86,0.0,0.0886009103312841
87,0.0,0.0791269544694905
88,0.0,0.0712986854634969
89,0.0,0.0729286979958838
90,0.0,0.0728404574098016
91,0.0,0.0773655160267094
92,0.0,0.0698391829836266
93,0.0,0.0689936156120265
94,0.0,0.0675095919165664
95,0.0,0.073645869205132
96,0.0,0.0727089782710812
97,0.0,0.0726691202335767
98,0.0,0.070438287898108
99,0.0,0.0725017973167616
100,0.0,0.0749030064558351
101,0.0,0.0691769084456195
102,0.0,0.0740272178496386
103,0.0,0.0754600650812664
104,0.0,0.0760000083530587
105,0.0,0.0752567938876056
106,0.0,0.0646115984759259
107,0.0,0.0748790261866314
108,0.0,0.0736129342617184
109,0.0,0.0772280422273146
110,0.0,0.0705820417197131
111,0.0,0.0707888694605254
112,0.0,0.0721250561491304
113,0.0,0.0773694503200839
114,0.0,0.0757567269818115
115,0.0,0.071144367803573
116,0.0,0.0658454318891088
117,0.0,0.0732314537675036
118,0.0,0.0744994534576508
119,0.0,0.0698985729082815
120,0.0,0.059742350533569
121,0.0,0.0699757784106356
122,0.0,0.0729146415734287
123,0.0,0.0777945385842946
124,0.0,0.0705258773713186
125,0.0,0.0704046474405017
126,0.0,0.067000497257567
127,0.0,0.061140748137316
128,0.0,0.0637121431905376
129,0.0,0.0696493924144461
130,0.0,0.0722119859229928
131,0.0,0.0765598057220009
132,0.0,0.0768123897618295
133,0.0,0.0694449663485456
134,0.0,0.0706093779246823
135,0.0,0.0691122977152465
136,0.0,0.0689017856076119
137,0.0,0.0720413342914207
138,0.0,0.0638545072940519
139,0.0,0.0639291867798383
140,0.0,0.061157772756416
141,0.0,0.0671275989761213
142,0.0,0.0687017261106481
143,0.0,0.0718015216065079
144,0.0,0.0690661063673814
145,0.0,0.0852727085231221
146,0.0,0.085231496377462
147,0.0,0.0844976224466622
148,0.0,0.0708538477935269
149,0.0,0.0656426691349751
150,0.0,0.0605495775325637
151,0.0,0.0600217104333482
152,0.0,0.0596505036104286
153,0.0,0.0593890301238044
154,0.0,0.0543730625272924
155,0.0,0.0646956680021069
156,0.0,0.0689685291671022
157,0.0,0.0698720212760037
158,0.0,0.0712917239240107
159,0.0,0.0734386414586059
160,0.0,0.0736820381378984
161,0.0,0.0715929756842239
162,0.0,0.0705496630531035
163,0.0,0.0673562446996796
164,0.0,0.0712258797682259
165,0.0,0.0610045770906952
166,0.0,0.0669280612593272
167,0.0,0.0670966373388379
168,0.0,0.0596543760348964
169,0.0,0.0590603330843106
170,0.0,0.0636928207120921
171,0.0,0.0616540635175701
172,0.0,0.0659225720993004
173,0.0,0.0634826518963944
174,0.0,0.0630828988980078
175,0.0,0.0537883610620111
176,0.0,0.0719338512847125
177,0.0,0.0690578856970245
178,0.0,0.0747908268462738
179,0.0,0.0730946898040632
180,0.0,0.0655290977859721
181,0.0,0.0651866052508982
182,0.0,0.064681171806463
183,0.0,0.0645202102827715
184,0.0,0.0591595437240199
185,0.0,0.0603439268662104
186,0.0,0.0539369062935239
187,0.0,0.0629010646985532
188,0.0,0.0627913150618852
189,0.0,0.0630105633519064
190,0.0,0.0628888932608904
191,0.0,0.0756201825951006
192,0.0,0.0749355888879037
193,0.0,0.0718231903569655
194,0.0,0.0698421224271155
195,0.0,0.0691648798253479
196,0.0,0.0604061869371916
197,0.0,0.0583146891533539
198,0.0,0.0593407999687494
199,0.0,0.0598671992934893
200,0.0,0.0664326227423108
201,0.0,0.0771847728748638
202,0.0,0.0772480016232615
203,0.0,0.0797575991712138
204,0.0,0.07669763350467
205,0.0,0.0768812765813484
206,0.0,0.0787684200837401
207,0.0,0.0753382802687094
208,0.0,0.0725926207943068
209,0.0,0.0731057955905352
210,0.0,0.073180938431413
211,0.0,0.0657316506112501
212,0.0,0.0694722973891432
213,0.0,0.0673453864707607
214,0.0,0.0697989620434282
215,0.0,0.0665941055122116
216,0.0,0.0664835507453396
217,0.0,0.0609026525029285
218,0.0,0.0571120100505557
219,0.0,0.0616923987634272
220,0.0,0.056556038807934
221,0.0,0.0502543996466915
222,0.0,0.0593306668381155
223,0.0,0.0598494239358224
224,0.0,0.0571686519932232
225,0.0,0.0562264796588678
226,0.0,0.0575459907490096
227,0.0,0.0565171159537483
228,0.0,0.0579923300203113
229,0.0,0.043444461258401
230,0.0,0.0432745142486972
231,0.0,0.0424503877114232
232,0.0,0.0419743090698034
233,0.0,0.0678660841914795
234,0.0,0.0708767244479757
235,0.0,0.0728093375742935
236,0.0,0.0774639834876007
237,0.0,0.0778090147870824
238,0.0,0.0757138881362078
239,0.0,0.0768680967221295
240,0.0,0.0775859696830907
241,0.0,0.0745079396211012
242,0.0,0.0767036476483473
243,0.0,0.0844815223621238
244,0.0,0.0842967020852358
245,0.0,0.082482084416223
246,0.0,0.0778903126268522
247,0.0,0.0751520539664436
248,0.0,0.0680340317226668
249,0.0,0.075015958849431
250,0.0,0.0783028896740902
251,0.0,0.0775586368470127
252,0.0,0.0784757121112214
253,0.0,0.0715683007234315
254,0.0,0.0709630684802153
255,0.0,0.0737009055928219
256,0.0,0.0854347722257231
257,0.0,0.0860391922009942
258,0.0,0.0857569834659874
259,0.0,0.0833269216598751
260,0.0,0.0782398550238925
261,0.0,0.0747394172734507
262,0.0,0.0745924634979708
263,0.0,0.0662330750654502
264,0.0,0.0646123095308501
265,0.0,0.0634928174371489
266,0.0,0.0630441767374048
267,0.0,0.0673106238034726
268,0.0,0.0640019042058164
269,0.0,0.0592757599234654
270,0.0,0.0624141526888415
271,0.0,0.070864144492714
272,0.0,0.0706557996567189
273,0.0,0.0631585559696594
274,0.0,0.0693108972610005
275,0.0,0.0596001355089788
276,0.0,0.0586216951082756
277,0.0,0.0600046025424081
278,0.0,0.0682569383841784
279,0.0,0.0679018454897819
280,0.0,0.0665105234911576
281,0.0,0.0753954938193364
282,0.0,0.0749534252036621
283,0.0,0.0793133315863687
284,0.0,0.0820488815601465
285,0.0,0.0773341458023968
286,0.0,0.0770433213979411
287,0.0,0.0792802230978084
288,0.0,0.0843315995246527
289,0.0,0.0832109730544556
290,0.0,0.0857768946702275
291,0.0,0.0891698689850681
292,0.0,0.0942603437776028
293,0.0,0.0943249795678717
294,0.0,0.0941407161354683
295,0.0,0.0929588508316163
296,0.0,0.0915216500641264
297,0.0,0.0901898797170743
298,0.0,0.0981708832122691
299,0.0,0.100118312773701
300,0.0,0.100347234149775
301,0.0,0.1024215052034083
302,0.0,0.095394308586431
303,0.0,0.092060581316318
304,0.0,0.0913284867749559
305,0.0,0.0928239445813923
306,0.0,0.0864897846655998
307,0.0,0.0848921554703416
308,0.0,0.0895776332661502
309,0.0,0.0890196694956335
310,0.0,0.0849496479427529
311,0.0,0.0892822962019572
312,0.0,0.0902407378172136
313,0.0,0.0865539347800068
314,0.0,0.087522629113188
315,0.0,0.0853651784727966
316,0.0,0.0833273617724694
317,0.0,0.0845896537193615
318,0.0,0.0931703544813504
319,0.0,0.0989984732545941
320,0.0,0.0943978544531773
321,0.0,0.0950524812990425
322,0.0,0.090402244148134
323,0.0,0.0875324868036235
324,0.0,0.0946541841408339
325,0.0,0.101615410701789
326,0.0,0.1066105124158351
327,0.0,0.1110278097316306
328,0.0,0.1121183080510646
329,0.0,0.1080301032783874
330,0.0,0.108076717444189
331,0.0,0.1100359450128927
332,0.0,0.103863312191587
333,0.0,0.1094573905913478
334,0.0,0.1134054512975055
335,0.0,0.1138933994119644
336,0.0,0.1070553094147959
337,0.0,0.108244118680449
338,0.0,0.1106441083715767
339,0.0,0.1110276005233468
340,0.0,0.1082263741881535
341,0.0,0.1113224724800547
342,0.0,0.1084696862547478
343,0.0,0.0999028931286576
344,0.0,0.1064277972213894
345,0.0,0.1054915940293776
346,0.0,0.1067263789516004
347,0.0,0.1102277286271096
348,0.0,0.1121942181852639
349,0.0,0.1102352926962357
350,0.0,0.1093261195351387
351,0.0,0.1170806283123211
352,0.0,0.121871506997492
353,0.0,0.1192970337592289
354,0.0,0.114242560740402
355,0.0,0.1151639784517974
356,0.0,0.1139305199514506
357,0.0,0.1068832328617586
358,0.0,0.1037636640569183
359,0.0,0.1021820909570945
360,0.0,0.1027177131991137
361,0.0,0.104063725644157
362,0.0,0.0965790755098683
363,0.0,0.0965103198178929
364,0.0,0.1019832423343201
365,0.0,0.108514696151762
366,0.0,0.109558598734881
367,0.0,0.1078981162515233
368,0.0,0.1035894554053291
369,0.0,0.1032077841520799
370,0.0,0.1040771427225852
371,0.0,0.1019584748726978
372,0.0,0.0996593870330648
373,0.0,0.0998352437734368
374,0.0,0.1055904811813557
375,0.0,0.1057454655413532
376,0.0,0.1054748791025617
377,0.0,0.1049066662321578
378,0.0,0.1027347618476117
379,0.0,0.0959298218476942
380,0.0,0.1054567490181996
381,0.0,0.1041223911097621
382,0.0,0.1133814008187183
383,0.0,0.1210089831868519
384,0.0,0.1189769821793762
385,0.0,0.1176671510152351
386,0.0,0.1170800021469
387,0.0,0.116984961929961
388,0.0,0.1136508092242196
389,0.0,0.1195147936918854
390,0.0,0.1217253135464486
391,0.0,0.1220265068178556
392,0.0,0.120307584343422
393,0.0,0.1216583533570103
394,0.0,0.121515799355238
395,0.0,0.1202659439044715
396,0.0,0.1192482189781618
397,0.0,0.1215276491529104
398,0.0,0.1209460395673747
399,0.0,0.1179099348017786
400,0.0,0.1236828724004699
401,0.0,0.1253819624250505
402,0.0,0.1265264386103859
403,0.0,0.1218731562808779
404,0.0,0.1244383741167596
405,0.0,0.1236586420708727
406,0.0,0.1256315840499333
407,0.0,0.1327689519225761
408,0.0,0.1442123037856206
409,0.0,0.15619656559911
410,0.0,0.1546645078409758
411,0.0,0.1450307963318526
412,0.0,0.1430581523014746
413,0.0,0.1444998694349686
414,0.0,0.1506131457408861
415,0.0,0.1480475250257851
416,0.0,0.151200758363847
417,0.0,0.1559904286101558
418,0.0,0.166453425384919
419,0.0,0.1666166659840378
420,0.0,0.1717047879104452
421,0.0,0.1702096720061952
422,0.0,0.1681794872237916
423,0.0,0.1612300058294269
424,0.0,0.1568008606660287
425,0.0,0.1461820014745269
426,0.0,0.1461910810808704
427,0.0,0.1474650930328727
428,0.0,0.1442768479696143
429,0.0,0.1436531917845078
430,0.0,0.1419721260794515
431,0.0,0.1426681964939782
432,0.0,0.1473409291908136
433,0.0,0.1497806471876797
434,0.0,0.1569928868962877
435,0.0,0.1568274090428745
436,0.0,0.1645853954621736
437,0.0,0.164679018513282
438,0.0,0.163682177243325
439,0.0,0.1594492579651842
440,0.0,0.1592194550469454
441,0.0,0.1549971686247344
442,0.0,0.1589017734184343
443,0.0,0.1560964192536416
444,0.0,0.1595140664916254
445,0.0,0.1530079201963325
446,0.0,0.1580636190660123
447,0.0,0.1576449917696896
448,0.0,0.154732193616971
449,0.0,0.1519225446249892
450,0.0,0.1467900368223083
451,0.0,0.1443814789500557
452,0.0,0.1452725970864938
453,0.0,0.1487019510646239
454,0.0,0.1491640560232059
455,0.0,0.1481962636793665
456,0.0,0.1415347618103939
457,0.0,0.1374396774074318
458,0.0,0.1376681062161857
459,0.0,0.139704133818391
460,0.0,0.147902813476068
461,0.0,0.1450939024868287
462,0.0,0.148428090016736
463,0.0,0.1387690161144534
464,0.0,0.1353028168624583
465,0.0,0.1382565743817476
466,0.0,0.137769894911409
467,0.0,0.1350731866236734
468,0.0,0.1352917052373177
469,0.0,0.1347097443062697
470,0.0,0.1391877019925933
471,0.0,0.1340681878924048
472,0.0,0.1328327763283121
473,0.0,0.1323792505676826
474,0.0,0.1310866070506362
475,0.0,0.1281790726599032
476,0.0,0.1286857502563807
477,0.0,0.1285664245043671
478,0.0,0.1380719701367332
479,0.0,0.1347273461387601
480,0.0,0.1327670427598397
481,0.0,0.1321280287190736
482,0.0,0.1328659288375884
483,0.0,0.1370765675388587
484,0.0,0.1414895275577756
485,0.0,0.1452016144305778
486,0.0,0.1450052562682482
487,0.0,0.1495399522180367
488,0.0,0.1481315182412346
489,0.0,0.1473232244382145
490,0.0,0.1504496205065619
491,0.0,0.1624671876748309
492,0.0,0.1596406638790295
493,0.0,0.1554898216085176
494,0.0,0.1552904286508984
495,0.0,0.1549693505114384
496,0.0,0.1562180331771963
497,0.0,0.1607498698503315
498,0.0,0.155717752937742
499,0.0,0.152147394108044
500,0.0,0.1505465686837499
501,0.0,0.1507355492054405
502,0.0,0.1476227320320526
503,0.0,0.1476753669080726
504,0.0,0.1474273138346866
505,0.0,0.1467359059335269
506,0.0,0.1468868807723184
507,0.0,0.1471711087668841
508,0.0,0.1446460374136264
509,0.0,0.1407369921211254
510,0.0,0.1402431094413323
511,0.0,0.1360305818495937
512,0.0,0.13844494386296
513,0.0,0.1345325906576033
514,0.0,0.1312751644586061
515,0.0,0.1331097631427695
516,0.0,0.1271887959214983
517,0.0,0.1279062973729514
518,0.0,0.1279005116213398
519,0.0,0.1252420657017117
520,0.0,0.1253666242379607
521,0.0,0.1245038493825061
522,0.0,0.1243163857176758
523,0.0,0.1251207189704473
524,0.0,0.1250239878416112
525,0.0,0.1169168166538419
526,0.0,0.1127104134839127
527,0.0,0.1209918910508116
528,0.0,0.1126907646706907
529,0.0,0.113102459872294
530,0.0,0.1057336946830191
531,0.0,0.1061689983888913
532,0.0,0.1023058646967911
533,0.0,0.0964919091324962
534,0.0,0.0948466563776919
535,0.0,0.0945220336346328
536,0.0,0.0938591446534578
537,0.0,0.08903405246986
538,0.0,0.0893876006911909
539,0.0,0.1018326419012078
540,0.0,0.1012792883891011
541,0.0,0.1049415952548453
542,0.0,0.100976040675542
543,0.0,0.1113491340573913
544,0.0,0.1174619992098773
