frequency,rebalance_distance,annual_return
1,inf,0.0735069460771371
1,0.0,0.0334687044118491
2,0.0,0.0383467717474297
3,0.0,0.040884953677958
4,0.0,0.0440515050301153
5,0.0,0.0476576068737528
6,0.0,0.0477822527597409
7,0.0,0.0498604080925533
8,0.0,0.0496583677499224
9,0.0,0.0503681656780177
10,0.0,0.0474727520900415
11,0.0,0.051633149202662
12,0.0,0.050580212420844
13,0.0,0.0506923212330134
14,0.0,0.0511427803937243
15,0.0,0.0529197155563023
16,0.0,0.0545504407071262
17,0.0,0.0529022999151354
18,0.0,0.0537186692046129
19,0.0,0.0552186199457451
20,0.0,0.0551406539790608
21,0.0,0.0552072770192786
22,0.0,0.055876946563097
23,0.0,0.0560333408796671
24,0.0,0.0547350945465907
25,0.0,0.0585793682235877
26,0.0,0.0576942093511361
27,0.0,0.0575550770975687
28,0.0,0.0537578819772999
29,0.0,0.0547358275950409
30,0.0,0.0478014542152998
31,0.0,0.0578675955385303
32,0.0,0.0559888433053936
33,0.0,0.0531671747214415
34,0.0,0.0532316564835571
35,0.0,0.0548337993007947
36,0.0,0.0566962350730715
37,0.0,0.0553212259792477
38,0.0,0.0569499956701236
39,0.0,0.052523622400753
40,0.0,0.0549534579350912
41,0.0,0.0548387387022206
42,0.0,0.0558275761060402
43,0.0,0.0561319930441233
44,0.0,0.0560664903467984
45,0.0,0.0557536076327258
46,0.0,0.0536159695561455
47,0.0,0.0570864418718644
48,0.0,0.0575153286581997
49,0.0,0.057349018787645
50,0.0,0.0581026681349534
51,0.0,0.0582201564671489
52,0.0,0.0580013898119708
53,0.0,0.0558941350734651
54,0.0,0.0592393081415083
55,0.0,0.0592729336682844
56,0.0,0.0605302949021739
57,0.0,0.0605313179503446
58,0.0,0.0509119619946845
59,0.0,0.0588605058938513
60,0.0,0.0637422138862873
61,0.0,0.057442416579732
62,0.0,0.0578424438090945
63,0.0,0.0598501432662013
64,0.0,0.0595069256105214
65,0.0,0.0604792820847845
66,0.0,0.0584451962776479
67,0.0,0.0610212744072065
68,0.0,0.0617626520412972
69,0.0,0.0621312289554025
70,0.0,0.0614030591459786
71,0.0,0.0595131549899954
72,0.0,0.0544073280988859
73,0.0,0.055912037440893
74,0.0,0.0632872781992059
75,0.0,0.0624611050225094
76,0.0,0.0625088076061044
77,0.0,0.0611188763260062
78,0.0,0.0604193163200379
79,0.0,0.0636356707626122
80,0.0,0.0562844279533425
81,0.0,0.0581664228276843
82,0.0,0.0611738886315171
83,0.0,0.0612614526009585
84,0.0,0.0611230267793525
85,0.0,0.0647033996354788
86,0.0,0.0629421832821472
87,0.0,0.059586958963661
88,0.0,0.0620113617037172
89,0.0,0.0638260369453225
90,0.0,0.0635841294385393
91,0.0,0.0592345054285872
92,0.0,0.055115717460249
93,0.0,0.062356794593307
94,0.0,0.063860407160587
95,0.0,0.0621071035619982
96,0.0,0.0582048395847083
97,0.0,0.0582663761886292
98,0.0,0.0589350125108534
