frequency,rebalance_distance,annual_return
1,inf,0.0613041432894752
1,0.0,-0.0186388316134209
2,0.0,-0.0113746783645827
3,0.0,-0.0036779588333887
4,0.0,-0.0042077839658274
5,0.0,0.0030026621960939
6,0.0,0.0029676323852749
7,0.0,-0.0009956374320729
8,0.0,0.004751908865151
9,0.0,0.0071417713554431
10,0.0,0.0039629253583908
11,0.0,0.0130418047789966
12,0.0,0.0108111155626156
13,0.0,0.0108207368376829
14,0.0,0.0137646909476045
15,0.0,0.0183662810171605
16,0.0,0.0185828600550064
17,0.0,0.0173891619721093
18,0.0,0.0195791823929412
19,0.0,0.0188745139283739
20,0.0,0.0188268312438779
21,0.0,0.0232382951308265
22,0.0,0.0247798723386456
23,0.0,0.0246950888018229
24,0.0,0.0254906033786517
25,0.0,0.0211009625733928
26,0.0,0.0255096221813713
27,0.0,0.0254982148796785
28,0.0,0.0246960210533939
29,0.0,0.0232768826491143
30,0.0,0.0276024263658951
31,0.0,0.0239482677406617
32,0.0,0.0219730413831429
33,0.0,0.0250732604764369
34,0.0,0.0251770531155317
35,0.0,0.0240544764222649
36,0.0,0.0260589720026502
37,0.0,0.0242967868439496
38,0.0,0.0280336611225404
39,0.0,0.0216057973023262
40,0.0,0.0255768943519054
41,0.0,0.0255772278337576
42,0.0,0.0247523617168876
43,0.0,0.025806063583915
44,0.0,0.0324215669959226
45,0.0,0.0274765891465669
46,0.0,0.0305403347100574
47,0.0,0.0280292138673947
48,0.0,0.0281842762420614
49,0.0,0.0239025761912494
50,0.0,0.0350352462321534
51,0.0,0.0235747371755996
52,0.0,0.0252712540156094
53,0.0,0.0315080266309315
54,0.0,0.0276601730983814
55,0.0,0.027653642741467
56,0.0,0.0251009571616442
57,0.0,0.031814777215255
58,0.0,0.0317803158774843
59,0.0,0.0243739953812647
60,0.0,0.0301302731808583
61,0.0,0.0210393357168285
62,0.0,0.0211351326363409
63,0.0,0.0304451482971173
64,0.0,0.025456986152476
65,0.0,0.0296075129785664
66,0.0,0.0305307223171755
67,0.0,0.0294412081662225
68,0.0,0.0280075299282003
69,0.0,0.0283781482488534
70,0.0,0.0286728494403289
71,0.0,0.0289924586780916
72,0.0,0.0349433473167763
73,0.0,0.030768521198117
74,0.0,0.0310290170654543
75,0.0,0.031834084128083
76,0.0,0.0318340520478992
77,0.0,0.0310757142535429
78,0.0,0.0265791854624533
79,0.0,0.0248832970149237
80,0.0,0.0282301563560636
81,0.0,0.0315869565605919
82,0.0,0.0289141163156452
83,0.0,0.0286352430393856
84,0.0,0.027277009505684
85,0.0,0.0284614663137297
86,0.0,0.0228324226828657
87,0.0,0.0201407591309854
88,0.0,0.0254395697450939
89,0.0,0.0275104468646172
90,0.0,0.0276792047469325
91,0.0,0.0271692635341229
92,0.0,0.0301328587123779
93,0.0,0.0337557307575715
94,0.0,0.0320889648197761
95,0.0,0.0229001641856134
96,0.0,0.0205799141268305
97,0.0,0.0210480390582104
98,0.0,0.0230577452521085
99,0.0,0.0263713380091563
100,0.0,0.0284764917378586
101,0.0,0.0353142947223217
102,0.0,0.0296945543789632
103,0.0,0.0313040015632941
104,0.0,0.0316074054900972
105,0.0,0.0320099386234471
106,0.0,0.0327224251797451
107,0.0,0.021316607064115
108,0.0,0.0210509104641052
109,0.0,0.0264461849383339
110,0.0,0.0279479534859317
111,0.0,0.027036316261416
112,0.0,0.0309653488324581
113,0.0,0.0289810076626377
114,0.0,0.0354028538878672
115,0.0,0.0385540106883257
116,0.0,0.0323977620384798
117,0.0,0.0264527375608973
118,0.0,0.0267127025202003
119,0.0,0.027704540715671
120,0.0,0.0288966123664504
121,0.0,0.0282448088980091
122,0.0,0.0281577841200053
123,0.0,0.0268980258625861
124,0.0,0.0242562614445154
125,0.0,0.0243492228515245
126,0.0,0.0247074659446908
127,0.0,0.023133663462477
128,0.0,0.024850296613637
129,0.0,0.0137291124580123
130,0.0,0.0255067427098025
131,0.0,0.0357755861015043
132,0.0,0.035702929013486
133,0.0,0.03472715498876
134,0.0,0.0335490409758494
135,0.0,0.0375227878446315
136,0.0,0.0416621890532773
137,0.0,0.0379990419405773
138,0.0,0.0311422840264152
139,0.0,0.0310571285932332
140,0.0,0.0312659750779173
141,0.0,0.0301559066155814
142,0.0,0.0247320134731909
143,0.0,0.0239710040490868
144,0.0,0.0246643855879915
145,0.0,0.0312102585591784
146,0.0,0.0306277778865684
147,0.0,0.0290102122821147
148,0.0,0.0185013817029038
149,0.0,0.0225997114358011
150,0.0,0.0232127618464812
151,0.0,0.0291771186846028
152,0.0,0.0371994879034693
153,0.0,0.0366407107323332
154,0.0,0.0336493605264944
155,0.0,0.0340303243070168
156,0.0,0.0347615955167646
157,0.0,0.0325060899820002
158,0.0,0.0329707341424714
159,0.0,0.0362223645024211
160,0.0,0.0362216029148512
161,0.0,0.0371348283039729
162,0.0,0.0391103848767924
163,0.0,0.0326256463723144
164,0.0,0.0310400431661506
165,0.0,0.0325650835736004
166,0.0,0.0361084549114301
167,0.0,0.0362372298443869
168,0.0,0.0344716967690961
169,0.0,0.0349959054130251
170,0.0,0.0329636609877119
171,0.0,0.0308360321107972
172,0.0,0.0257500679271516
173,0.0,0.0238576354037476
174,0.0,0.0237426094309913
175,0.0,0.0305585380601509
176,0.0,0.0282441127472754
177,0.0,0.0267044762400234
178,0.0,0.0253023420058606
179,0.0,0.0287185080570326
180,0.0,0.0282444854767967
181,0.0,0.0281681775851152
182,0.0,0.0316716415271707
183,0.0,0.0419484145833159
184,0.0,0.0470035743512007
185,0.0,0.0481951283129102
186,0.0,0.0445090153261491
187,0.0,0.0454744129257693
188,0.0,0.0452644570639659
189,0.0,0.0446777521615957
190,0.0,0.0446157061368253
191,0.0,0.0454245561936204
192,0.0,0.0480629463460096
193,0.0,0.0478821761397525
194,0.0,0.0507115350071865
195,0.0,0.0500222933500396
196,0.0,0.0500391846128385
197,0.0,0.0497398479274731
198,0.0,0.0450072656985705
199,0.0,0.0433227656856991
200,0.0,0.0509328916841103
201,0.0,0.0506956500872588
202,0.0,0.051071316014454
203,0.0,0.0482702023310788
204,0.0,0.0459016959804929
205,0.0,0.0500410811827314
206,0.0,0.0521843615962107
207,0.0,0.0526295985329401
208,0.0,0.0514026550323321
209,0.0,0.0511858730922221
210,0.0,0.0503298509500083
211,0.0,0.0534307407052454
212,0.0,0.0531016588423163
213,0.0,0.0527539343512839
214,0.0,0.0519613079062255
215,0.0,0.0587427207993522
216,0.0,0.0585656388411739
217,0.0,0.0595263222525814
218,0.0,0.0618900248183607
219,0.0,0.0639344469971967
220,0.0,0.0576514152060378
221,0.0,0.055071788454978
222,0.0,0.0507889784200141
223,0.0,0.0513361371548919
224,0.0,0.0466035284036576
225,0.0,0.0458727045073137
226,0.0,0.0441368842465552
227,0.0,0.0434507859672232
228,0.0,0.0454426137307368
229,0.0,0.0451662445559017
230,0.0,0.0452281610973761
231,0.0,0.044496961286949
232,0.0,0.0455422354758814
233,0.0,0.0454670394714669
234,0.0,0.0452683075919353
235,0.0,0.0471237439017169
236,0.0,0.0444855464489539
237,0.0,0.0444855464489539
238,0.0,0.0469521899279345
239,0.0,0.0463812456161478
240,0.0,0.0468557607329918
241,0.0,0.0477467948200942
242,0.0,0.0454123795461582
243,0.0,0.0531025925475183
244,0.0,0.0524958236472019
245,0.0,0.0523603331934361
246,0.0,0.0483174608728167
247,0.0,0.0455146959772256
248,0.0,0.0417192256728538
249,0.0,0.0423419633097077
250,0.0,0.0489514588148203
251,0.0,0.0493188021588653
252,0.0,0.0501708768871218
253,0.0,0.0527692803508239
254,0.0,0.056309693421483
255,0.0,0.057311005317614
256,0.0,0.059123158579406
257,0.0,0.0613911048048829
258,0.0,0.0621276654181663
259,0.0,0.0584665240653596
260,0.0,0.059917819410352
261,0.0,0.0564570639900163
262,0.0,0.0535041569024288
263,0.0,0.0518412876424614
264,0.0,0.0591393908088468
265,0.0,0.0601523925244489
266,0.0,0.061118091223183
267,0.0,0.0608511003792571
268,0.0,0.0620405423614527
269,0.0,0.0627500060328469
270,0.0,0.0603521799645627
271,0.0,0.061141129607547
272,0.0,0.0614432558707525
273,0.0,0.0628473616872624
274,0.0,0.0602314300338002
275,0.0,0.0548757701086632
276,0.0,0.0528656066392565
277,0.0,0.0515432470731678
278,0.0,0.049880242077225
279,0.0,0.0498637063077511
280,0.0,0.0529695533563181
281,0.0,0.0539697018611349
282,0.0,0.0526727975381349
283,0.0,0.0477445821336761
284,0.0,0.0457624744798639
285,0.0,0.0463531201207731
286,0.0,0.046163459537333
287,0.0,0.0479558277449649
288,0.0,0.0516123813232072
289,0.0,0.0503697770579643
290,0.0,0.048046141401743
291,0.0,0.0464863417470158
292,0.0,0.051990705039228
293,0.0,0.0525563568977223
294,0.0,0.0509334354311774
295,0.0,0.0509330013752926
296,0.0,0.0493250485986029
297,0.0,0.0500360404269752
298,0.0,0.0524648117321675
299,0.0,0.0480637159915462
300,0.0,0.0480617742801587
301,0.0,0.0486157525773052
302,0.0,0.0499694840930635
303,0.0,0.0520858911266504
304,0.0,0.0507572898447572
305,0.0,0.0502414558205894
306,0.0,0.0464541208599729
307,0.0,0.0464517749265993
308,0.0,0.0500488530194269
309,0.0,0.0477575754439181
310,0.0,0.0463095754649514
311,0.0,0.0466407982664804
312,0.0,0.0470406470150226
313,0.0,0.0497134647405395
314,0.0,0.0498944693047265
315,0.0,0.0480369959353024
316,0.0,0.0492676031243157
317,0.0,0.0479122099699589
318,0.0,0.0477214893836035
319,0.0,0.0481718601722938
320,0.0,0.0479728714630589
321,0.0,0.0482456019087671
322,0.0,0.0477480883311043
323,0.0,0.0446608970424922
324,0.0,0.0450074649657106
325,0.0,0.0453780576027742
326,0.0,0.0465798277849007
327,0.0,0.0444342901450427
328,0.0,0.0444660719856895
329,0.0,0.0490423077669033
330,0.0,0.0474306583723203
331,0.0,0.0450248966302464
332,0.0,0.045472809534323
333,0.0,0.0507330806712209
334,0.0,0.0541533448254425
335,0.0,0.0532258097167281
336,0.0,0.0513986382512587
337,0.0,0.0586184751661527
338,0.0,0.0630689744587509
339,0.0,0.0650326578106692
340,0.0,0.0617719525077449
341,0.0,0.0687016294626177
342,0.0,0.0666825535833688
343,0.0,0.0659544490903578
344,0.0,0.0704136203218293
345,0.0,0.070572085035506
346,0.0,0.0720741008753593
347,0.0,0.064973362426711
348,0.0,0.0642321930379377
349,0.0,0.0617284255801682
350,0.0,0.0657987127830708
351,0.0,0.0664692419096564
352,0.0,0.0692816294518388
353,0.0,0.0719399186941154
354,0.0,0.070491770312381
355,0.0,0.0662391444312089
356,0.0,0.0677016556517087
357,0.0,0.0642484692940628
358,0.0,0.0631958870650095
359,0.0,0.059570439083473
360,0.0,0.0606381545264209
361,0.0,0.0582045440248077
362,0.0,0.0573028378083058
363,0.0,0.0584281857616519
364,0.0,0.0578632587762211
365,0.0,0.0594969730639256
366,0.0,0.0617084007071933
367,0.0,0.0571099146704128
368,0.0,0.0577118262657205
369,0.0,0.0555545522927991
370,0.0,0.0552781045943078
371,0.0,0.0555586540856551
372,0.0,0.0538212262194044
373,0.0,0.0514321271107012
374,0.0,0.0531138535172577
375,0.0,0.056885595549706
376,0.0,0.0566719721315598
377,0.0,0.0550089116671803
378,0.0,0.0513071003444103
379,0.0,0.0467042576746157
380,0.0,0.0519505821558599
381,0.0,0.0511832458566827
382,0.0,0.0548040097125919
383,0.0,0.056694116124395
384,0.0,0.0559331202306938
385,0.0,0.0556307421965787
386,0.0,0.0535183452346963
387,0.0,0.0505327373596815
388,0.0,0.0465548953266372
389,0.0,0.0444670838747192
390,0.0,0.0480879477834412
391,0.0,0.0476508312370878
392,0.0,0.0473268570201348
393,0.0,0.0457809727229643
394,0.0,0.0476743894401963
395,0.0,0.0478279678085715
396,0.0,0.0466773899313299
397,0.0,0.046420088704699
398,0.0,0.0468484356417198
399,0.0,0.0461164553228148
400,0.0,0.0505414773173595
401,0.0,0.0492865972371521
402,0.0,0.0520879908675124
403,0.0,0.0513456401528007
404,0.0,0.057431064566515
405,0.0,0.0570049981977258
406,0.0,0.06185320767381
407,0.0,0.0602773386513229
408,0.0,0.0624074614340541
409,0.0,0.0600161995992309
410,0.0,0.0598226615957888
411,0.0,0.0610123267115771
